SurveyYear,SalaryUSD,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,OtherPeopleOnYourTeam,Education,EmploymentSector,Gender,Salary_Cat
2017,60000.0,Denmark,Microsoft SQL Server,3,Full time employee,DBA,False,3,3,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,100000.0,South Africa,Microsoft SQL Server,8,Contractual work,Other,False,5,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,51500.0,South Africa,Microsoft SQL Server,5,Full time employee,Analyst,True,3,5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,135000.0,Switzerland,Microsoft SQL Server,15,Full time employee,DBA,True,20,None,None (no degree completed),State/province government,Non-Legitimate answer,Tier 3
2017,117600.0,United States,Microsoft SQL Server,16,Full time employee,DBA,False,3,3,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,120000.0,Switzerland,Microsoft SQL Server,20,Full time employee,DBA,False,10,4,Masters,Local government,Non-Legitimate answer,Tier 3
2017,176000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,17,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,14000.0,India,Microsoft SQL Server,1,Contractual work,DBA,True,1,1,Masters,Private business,Non-Legitimate answer,Tier 1
2017,5500.0,India,Microsoft SQL Server,2,Full time employee,DBA,False,2,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,253000.0,India,Microsoft SQL Server,7,Full time employee,DBA,False,7,3,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 5
2017,54500.0,South Africa,Microsoft SQL Server,13,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,4,4,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,4420.0,India,Microsoft SQL Server,1,Full time employee,DBA,False,1,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,48500.0,United States,Microsoft SQL Server,1,Full time employee,DBA,False,1,2,Associates (2 years),Private business,Non-Legitimate answer,Tier 1
2017,120000.0,Australia,Microsoft SQL Server,14,Full time employee,DBA,True,5,4,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,30500.0,India,Microsoft SQL Server,10,Full time employee,DBA,True,10,More than 5,Masters,Private business,Non-Legitimate answer,Tier 1
2017,11300.0,India,Microsoft SQL Server,4,Full time employee,DBA,True,1,More than 5,Masters,Private business,Non-Legitimate answer,Tier 1
2017,4423.0,India,Microsoft SQL Server,2,Contractual work,DBA,True,2,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,80000.0,United States,Microsoft SQL Server,5,Full time employee,DBA,False,2,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,120000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,7,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,53000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,True,2,5,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,61000.0,New Zealand,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,None,Masters,Private business,Non-Legitimate answer,Tier 2
2017,65000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,2,5,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,71000.0,United States,Microsoft SQL Server,5,Full time employee,Engineer,False,2,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,200000.0,Australia,Microsoft SQL Server,7,Contractual work,DBA,False,0,More than 5,None (no degree completed),Federal government,Non-Legitimate answer,Tier 5
2017,22000.0,India,Microsoft SQL Server,7,Full time employee,DBA,False,7,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,130000.0,United States,Microsoft SQL Server,25,Full time employee,Architect,True,9,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,36000.0,Other,Microsoft SQL Server,5,Full time employee,Architect,True,5,1,Associates (2 years),Private business,Non-Legitimate answer,Tier 1
2017,132000.0,United States,Microsoft SQL Server,8,Contractual work,DBA,False,4,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,90000.0,United States,Microsoft SQL Server,3,Full time employee,Other,True,10,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,102000.0,United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,True,2,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,103000.0,United States,Oracle,13,Full time employee,DBA,False,4,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,83000.0,United States,Microsoft SQL Server,16,Full time employee,Developer: T-SQL,False,2,1,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,31300.0,Argentina,Microsoft SQL Server,3,Full time employee,DBA,False,3,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,168000.0,United States,Microsoft SQL Server,17,Full time employee,Manager,True,1,5,None (no degree completed),Private business,Non-Legitimate answer,Tier 4
2017,12000.0,India,Microsoft SQL Server,5,Full time employee,DBA,False,1,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,135000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,3,None,Masters,Private business,Non-Legitimate answer,Tier 3
2017,169000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,True,2,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,95000.0,United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,False,5,1,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,110000.0,United States,Microsoft SQL Server,12,Full time employee,DBA,True,6,3,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,60000.0,Other,Microsoft SQL Server,16,Contractual work,DBA,False,2,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,100000.0,Australia,Microsoft SQL Server,6,Contractual work,DBA,True,1,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,40000.0,Sweden,Microsoft SQL Server,5,Full time employee,Engineer,False,3,2,Associates (2 years),Private business,Non-Legitimate answer,Tier 1
2017,130000.0,United States,Oracle,1,Contractual work,Analyst,True,3,None,Masters,Federal government,Non-Legitimate answer,Tier 3
2017,103000.0,United States,Microsoft SQL Server,14,Full time employee,Architect,False,8,None,Associates (2 years),Private business,Non-Legitimate answer,Tier 3
2017,100000.0,United States,Microsoft SQL Server,14,Full time employee,DBA,True,14,None,Bachelors (4 years),State/province government,Non-Legitimate answer,Tier 3
2017,120000.0,United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,False,3,3,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,84000.0,United States,Microsoft SQL Server,14,Full time employee,DBA,True,10,4,Bachelors (4 years),State/province government,Non-Legitimate answer,Tier 2
2017,25000.0,India,Microsoft SQL Server,7,Full time employee,DBA,True,1,None,Masters,Private business,Non-Legitimate answer,Tier 1
2017,90000.0,United States,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,7,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,85000.0,United States,Microsoft SQL Server,11,Full time employee,Developer: T-SQL,False,3,None,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,136000.0,United States,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",True,7,5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,140000.0,United States,Microsoft SQL Server,12,Contractual work,Architect,True,1,None,None (no degree completed),Federal government,Non-Legitimate answer,Tier 3
2017,145000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,18,2,Masters,Private business,Non-Legitimate answer,Tier 3
2017,85000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,False,5,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,86000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,10,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,85000.0,United States,Microsoft SQL Server,3,Full time employee,Manager,True,4,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,134000.0,United States,Microsoft SQL Server,13,Full time employee,Manager,True,13,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,120000.0,Australia,Microsoft SQL Server,9,Full time employee,DBA,False,3,1,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,60000.0,Australia,Microsoft SQL Server,4,Full time employee,Engineer,False,4,2,Bachelors (4 years),State/province government,Non-Legitimate answer,Tier 2
2017,120000.0,United States,Microsoft SQL Server,18,Full time employee,DBA,False,10,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,113500.0,United States,Microsoft SQL Server,16,Full time employee,DBA,False,2,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,110000.0,United States,Microsoft SQL Server,6,Full time employee,Architect,False,2,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,74104.0,Australia,Microsoft SQL Server,14,Full time employee,Analyst,True,19,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,106000.0,United States,Microsoft SQL Server,9,Full time employee,"Developer: App code (C#, JS, etc)",True,13,More than 5,Bachelors (4 years),Federal government,Non-Legitimate answer,Tier 3
2017,127000.0,United States,Microsoft SQL Server,18,Contractual work,DBA,False,18,None,None (no degree completed),Federal government,Non-Legitimate answer,Tier 3
2017,120000.0,United States,Microsoft SQL Server,8,Full time employee,Developer: T-SQL,False,5,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,180000.0,Canada,Microsoft SQL Server,17,Contractual work,Architect,True,17,1,None (no degree completed),Private business,Non-Legitimate answer,Tier 4
2017,65000.0,Sweden,Microsoft SQL Server,16,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,88000.0,United States,Microsoft SQL Server,7,Full time employee,DBA,True,5,1,Masters,Private business,Non-Legitimate answer,Tier 2
2017,115000.0,United States,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,True,10,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,195000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,False,3,None,Masters,Private business,Non-Legitimate answer,Tier 4
2017,104500.0,United States,Other,2,Full time employee,Architect,False,5,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,77056.0,Australia,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,5,Masters,State/province government,Non-Legitimate answer,Tier 2
2017,54000.0,Australia,Microsoft SQL Server,2,Full time employee,DBA,False,2,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,70000.0,Canada,Microsoft SQL Server,20,Full time employee,DBA,False,1,4,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,52000.0,United States,Microsoft SQL Server,1,Full time employee,DBA,False,1,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,124000.0,United States,Microsoft SQL Server,16,Full time employee,DBA,False,3,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,45000.0,United States,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,4,None,Masters,Private business,Non-Legitimate answer,Tier 1
2017,118500.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,5,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,69508.0,Canada,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,False,15,3,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,110000.0,Ireland,PostgreSQL,10,Contractual work,Developer: T-SQL,False,0,More than 5,Masters,Private business,Non-Legitimate answer,Tier 3
2017,55000.0,Australia,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",False,3,4,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,68000.0,United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,1,None,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,64000.0,Canada,Microsoft SQL Server,30,Full time employee,DBA,False,30,1,Masters,State/province government,Non-Legitimate answer,Tier 2
2017,75000.0,United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,False,11,2,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,107540.0,United States,Microsoft SQL Server,7,Full time employee,Architect,False,4,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,106000.0,Australia,Microsoft SQL Server,17,Contractual work,DBA,False,3,3,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,76000.0,United States,Microsoft SQL Server,12,Contractual work,Engineer,False,4,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,100000.0,New Zealand,Microsoft SQL Server,11,Full time employee,Architect,True,4,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,125000.0,United States,Microsoft SQL Server,13,Full time employee,Architect,False,10,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,170000.0,United States,Microsoft SQL Server,14,Full time employee,DBA,True,10,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,57800.0,Canada,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,False,4,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,108000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,False,10,2,Masters,State/province government,Non-Legitimate answer,Tier 3
2017,130000.0,United States,Microsoft SQL Server,19,Full time employee,DBA,False,5,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,85000.0,Australia,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,4,None,Masters,Private business,Non-Legitimate answer,Tier 2
2017,55000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,False,5,None,Masters,Private business,Non-Legitimate answer,Tier 2
2017,147000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,False,2,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,175000.0,United States,Microsoft SQL Server,20,Full time employee,Data Scientist,True,5,None,Masters,Private business,Non-Legitimate answer,Tier 4
2017,145000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,True,5,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,100000.0,Italy,Microsoft SQL Server,16,Contractual work,DBA,True,16,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,100000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,False,6,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,120000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",False,10,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,133000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,True,2,5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,82000.0,United States,Microsoft SQL Server,16,Full time employee,DBA,False,17,None,Associates (2 years),State/province government,Non-Legitimate answer,Tier 2
2017,196000.0,United States,Microsoft SQL Server,15,Contractual work,Developer: T-SQL,False,20,4,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,132000.0,United States,Microsoft SQL Server,9,Full time employee,Architect,True,1,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,112000.0,United States,Microsoft SQL Server,14,Full time employee,DBA,False,1,3,Masters,Private business,Non-Legitimate answer,Tier 3
2017,75000.0,United States,Oracle,2,Full time employee,Engineer,False,3,More than 5,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,112000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,6,4,Associates (2 years),Private business,Non-Legitimate answer,Tier 3
2017,120000.0,United Kingdom,Microsoft SQL Server,16,Contractual work,DBA,False,20,4,Masters,Private business,Non-Legitimate answer,Tier 3
2017,55000.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,2,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,130000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,10,4,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,120000.0,Denmark,Microsoft SQL Server,11,Full time employee,DBA,False,11,2,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,101400.0,United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,True,3,3,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,90000.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,3,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,120000.0,Norway,Microsoft SQL Server,12,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,7,None,Masters,Private business,Non-Legitimate answer,Tier 3
2017,70000.0,New Zealand,Oracle,1,Full time employee,Engineer,False,1,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,20000.0,Other,PostgreSQL,1,Full time employee,Analyst,False,1,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,95000.0,Australia,Microsoft SQL Server,9,Full time employee,Engineer,False,4,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,60000.0,United Kingdom,Other,20,Full time employee,Other,True,1,5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,118000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,3,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,90000.0,United States,Microsoft SQL Server,12,Full time employee,DBA,False,7,2,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,106000.0,United States,Microsoft SQL Server,16,Full time employee,DBA,False,12,1,None (no degree completed),Private business,Non-Legitimate answer,Tier 3
2017,160000.0,United States,Microsoft SQL Server,21,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",True,8,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,121950.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,5,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,67902.0,Sweden,Microsoft SQL Server,15,Contractual work,DBA,False,1,1,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,72450.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,4,1,None (no degree completed),Federal government,Non-Legitimate answer,Tier 2
2017,49000.0,Portugal,Microsoft SQL Server,6,Full time employee,DBA,True,10,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 1
2017,116000.0,United States,Microsoft SQL Server,15,Full time employee,Architect,False,5,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,72000.0,Canada,Microsoft SQL Server,6,Full time employee,DBA,False,6,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,129000.0,United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,True,5,2,Masters,Private business,Non-Legitimate answer,Tier 3
2017,120000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,14,4,None (no degree completed),Local government,Non-Legitimate answer,Tier 3
2017,80080.0,Australia,Microsoft SQL Server,20,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",True,1,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,120000.0,United States,Microsoft SQL Server,9,Full time employee,DBA,False,5,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,105000.0,United States,Microsoft SQL Server,5,Full time employee,DBA,False,5,None,Masters,State/province government,Non-Legitimate answer,Tier 3
2017,140000.0,United States,Microsoft SQL Server,18,Full time employee,Architect,False,1,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,71807.0,Canada,Microsoft SQL Server,8,Full time employee,DBA,False,8,2,None (no degree completed),State/province government,Non-Legitimate answer,Tier 2
2017,68000.0,United States,Microsoft SQL Server,3,Contractual work,Developer: T-SQL,False,3,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,70000.0,United States,Microsoft SQL Server,11,Full time employee,"Developer: App code (C#, JS, etc)",True,4,1,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,100000.0,United States,Microsoft SQL Server,12,Full time employee,Engineer,False,7,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,80000.0,Australia,Microsoft SQL Server,12,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,10,None,Bachelors (4 years),Local government,Non-Legitimate answer,Tier 2
2017,123000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,False,21,None,Associates (2 years),Local government,Non-Legitimate answer,Tier 3
2017,120000.0,United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,3,None,Masters,Private business,Non-Legitimate answer,Tier 3
2017,84000.0,United States,Microsoft SQL Server,10,Contractual work,DBA,True,9,1,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,55000.0,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,False,3,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,94000.0,United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,False,15,1,Masters,Private business,Non-Legitimate answer,Tier 2
2017,65000.0,United States,Microsoft SQL Server,4,Full time employee,Engineer,False,6,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,140000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,4,4,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,163000.0,United States,Microsoft SQL Server,11,Full time employee,DBA,False,5,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,50000.0,Canada,Microsoft SQL Server,5,Full time employee,DBA,False,9,None,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,200000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,True,20,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 5
2017,58000.0,Canada,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,8,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,158000.0,United States,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,True,8,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,100000.0,Australia,Microsoft SQL Server,10,Full time employee,DBA,True,6,1,Masters,Federal government,Non-Legitimate answer,Tier 3
2017,54000.0,Sweden,Microsoft SQL Server,10,Contractual work,DBA,False,2,4,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,84000.0,Australia,Microsoft SQL Server,5,Full time employee,DBA,False,15,2,Bachelors (4 years),Student,Non-Legitimate answer,Tier 2
2017,60000.0,United States,Microsoft SQL Server,1,Full time employee,DBA,False,1,1,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,55000.0,Greece,Microsoft SQL Server,12,Full time employee,DBA,True,4,More than 5,Masters,Private business,Non-Legitimate answer,Tier 2
2017,86000.0,Australia,Microsoft SQL Server,10,Contractual work,Architect,False,1,More than 5,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,100000.0,Australia,Microsoft SQL Server,9,Full time employee,DBA,True,3,4,Masters,Private business,Non-Legitimate answer,Tier 3
2017,78760.0,Australia,Microsoft SQL Server,7,Full time employee,DBA,True,7,None,Bachelors (4 years),Local government,Non-Legitimate answer,Tier 2
2017,13000.0,Romania,Microsoft SQL Server,5,Full time employee,DBA,False,3,None,Masters,Private business,Non-Legitimate answer,Tier 1
2017,77500.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,2,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,89000.0,United States,Microsoft SQL Server,18,Full time employee,DBA,False,18,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,110000.0,United States,Microsoft SQL Server,13,Full time employee,Developer: T-SQL,False,1,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,74000.0,United States,Microsoft SQL Server,2,Full time employee,DBA,False,2,More than 5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,65000.0,Australia,Microsoft SQL Server,15,Full time employee,DBA,False,5,1,Bachelors (4 years),Local government,Non-Legitimate answer,Tier 2
2017,105000.0,United States,Microsoft SQL Server,14,Full time employee,DBA,False,4,None,Bachelors (4 years),State/province government,Non-Legitimate answer,Tier 3
2017,75720.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,15,None,Bachelors (4 years),State/province government,Non-Legitimate answer,Tier 2
2017,75000.0,United States,Microsoft SQL Server,3,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,None,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,135000.0,United States,Microsoft SQL Server,20,Contractual work,Architect,False,15,5,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,44000.0,Poland,Microsoft SQL Server,6,Full time employee,Analyst,True,4,None,Masters,Private business,Non-Legitimate answer,Tier 1
2017,170000.0,United States,Microsoft SQL Server,8,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,5,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 4
2017,70800.0,United Kingdom,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",True,3,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,80000.0,Australia,Microsoft SQL Server,10,Full time employee,DBA,False,10,3,None (no degree completed),Private business,Non-Legitimate answer,Tier 2
2017,115000.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,18,2,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,125000.0,United States,Microsoft SQL Server,12,Full time employee,DBA,False,3,More than 5,Masters,State/province government,Non-Legitimate answer,Tier 3
2017,130000.0,United States,Microsoft SQL Server,18,Full time employee,Architect,False,5,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 3
2017,135000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,3,2,Bachelors (4 years),Local government,Non-Legitimate answer,Tier 3
2017,130000.0,United States,Microsoft SQL Server,16,Full time employee,Architect,False,3,None,Masters,Private business,Non-Legitimate answer,Tier 3
2017,73000.0,United States,Microsoft SQL Server,6,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,6,None,Associates (2 years),State/province government,Non-Legitimate answer,Tier 2
2017,72000.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,2,None,Associates (2 years),Private business,Non-Legitimate answer,Tier 2
2017,105000.0,United States,Microsoft SQL Server,12,Full time employee,Architect,True,7,None,Masters,Private business,Non-Legitimate answer,Tier 3
2017,92000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,18,4,Bachelors (4 years),State/province government,Non-Legitimate answer,Tier 2
2017,95000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,True,10,More than 5,Masters,Private business,Non-Legitimate answer,Tier 2
2017,50000.0,Spain,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,2,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,72000.0,New Zealand,Microsoft SQL Server,7,Full time employee,DBA,False,5,More than 5,Masters,Private business,Non-Legitimate answer,Tier 2
2017,50000.0,Canada,Microsoft SQL Server,10,Full time employee,DBA,False,10,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2017,105000.0,United States,Microsoft SQL Server,9,Full time employee,DBA,False,9,2,Associates (2 years),Private business,Non-Legitimate answer,Tier 3
2017,99000.0,United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,False,2,4,Masters,Private business,Non-Legitimate answer,Tier 2
